boardgame;base;Plague Inc. The Board Game;;https://cf.geekdo-images.com/1IIgJ56qMAmlb73VdZqJYg__imagepage/img/P3XgE96J7o4Q64btHlBXdYcd5XY=/fit-in/900x600/filters:no_upscale():strip_icc()/pic3487954.jpg
boardgame;base;Root;Root;https://cf.geekdo-images.com/JUAUWaVUzeBgzirhZNmHHw__imagepage/img/ZF-dta5ffawuKAkAt2LB-QTIv5M=/fit-in/900x600/filters:no_upscale():strip_icc()/pic4254509.jpg
boardgame;expansion;Root: The Riverfolk;Root;https://cf.geekdo-images.com/durhzLYyIypxg7CuVYe82Q__imagepage/img/A_ATiOKcL-EXlTFkrlGm8H5VdK0=/fit-in/900x600/filters:no_upscale():strip_icc()/pic4252654.jpg
boardgame;expansion;Root: The Underworld;Root;https://cf.geekdo-images.com/LzZVgiX-d1nA_MSmZmH5tA__imagepage/img/pFmHGJ4n-8n-3N45-uQx91wm6uM=/fit-in/900x600/filters:no_upscale():strip_icc()/pic4608840.jpg
boardgame;expansion;Root: The Marauader;Root;https://cf.geekdo-images.com/oHWCWBSltJBPAnV5w45-lg__imagepage/img/2KDf8yapPQoNW-kUfbr8I9eDt4Y=/fit-in/900x600/filters:no_upscale():strip_icc()/pic6003595.jpg
boardgame;expansion;Root: The Exiles and Partisans Deck;Root;https://cf.geekdo-images.com/ci78uqda8Oz40A7wozLGaA__imagepage/img/ComorM_Znud3zWZy0JPIR4r5TK8=/fit-in/900x600/filters:no_upscale():strip_icc()/pic6330375.png
boardgame;expansion;Root: Marauder Hirelings Pack & Hireling Box;Root;https://cf.geekdo-images.com/eawR8LRJeecqzLXpS8FX5w__imagepage/img/mIM5ACAVbfzj6btNZYjoc48FQkc=/fit-in/900x600/filters:no_upscale():strip_icc()/pic6818560.png
boardgame;expansion;Root: Riverfolk Hirelings Pack;Root;https://cf.geekdo-images.com/ThO3HuZcuy_WXVPr-1zC2w__imagepage/img/vir-VQClranEsRwjoHNDndaDtgQ=/fit-in/900x600/filters:no_upscale():strip_icc()/pic6818590.png
boardgame;expansion;Root: Underworld Hirelings Pack;Root;https://cf.geekdo-images.com/97wvtAZl84lUnf7Cxuc-TQ__imagepage/img/MjJGdDN7Yg860W12j4o8s93lASk=/fit-in/900x600/filters:no_upscale():strip_icc()/pic6819180.png
boardgame;base;Civilization: A New Dawn;Civilization: A New Dawn;https://cf.geekdo-images.com/S0GM2Mxfh8Tmvsdeog0W0g__imagepage/img/7QhJrfDleU3MvTICd77hHewm5gI=/fit-in/900x600/filters:no_upscale():strip_icc()/pic3764168.jpg
boardgame;expansion;Civilization: A New Dawn: Terra Incognita;Civilization: A New Dawn;https://cf.geekdo-images.com/Yk8fBiciaK-dDLXtdongKg__imagepage/img/AL23PlTlvLNsMsxLXdeR8rMF87U=/fit-in/900x600/filters:no_upscale():strip_icc()/pic5966575.jpg
boardgame;base;Smash Up: Munchkin;;https://cf.geekdo-images.com/N8lJsPNdB05bJZRKV7_noQ__imagepage/img/NT55Kp2SOGZ0Ey1ftlZwbvvobAM=/fit-in/900x600/filters:no_upscale():strip_icc()/pic2496426.jpg
boardgame;base;Spaceteam;;https://cf.geekdo-images.com/eRLam_QqrGZIQbmhB3GWIA__imagepage/img/Fo4v5sfCeheZ5BwztUT2_F3UXvk=/fit-in/900x600/filters:no_upscale():strip_icc()/pic2722498.png
boardgame;base;Splendor;;https://cf.geekdo-images.com/rwOMxx4q5yuElIvo-1-OFw__imagepage/img/qXhBOrqJMEeA0pe6TMzWNZUTlbk=/fit-in/900x600/filters:no_upscale():strip_icc()/pic1904079.jpg
boardgame;base;The Champion of the Wild;;https://cf.geekdo-images.com/9VfaNNy5S2r9fLi5R0beBA__imagepage/img/fO5T5v_p3EISte9fxkEcWEhJGDs=/fit-in/900x600/filters:no_upscale():strip_icc()/pic5088681.jpg
boardgame;base;The Quacks of Quedlinburg;The Quacks of Quedlinburg;https://cf.geekdo-images.com/pH5LgRL4mNRon-2NsSDb1Q__imagepage/img/H8gGY2t-R-NjaEA0bE5tnn5zIps=/fit-in/900x600/filters:no_upscale():strip_icc()/pic6137509.png
boardgame;expansion;The Quacks of Quedlinburg: The Herb Witches;The Quacks of Quedlinburg;https://cf.geekdo-images.com/nseXZ6c_ubJwyCM1s086yA__imagepage/img/WfHaKq8DTDyP4NgMkUdzK-yNmj4=/fit-in/900x600/filters:no_upscale():strip_icc()/pic6137510.png
boardgame;base;The Resistance;;https://cf.geekdo-images.com/cAPTkL2BR3snLO71dkH8rw__imagepage/img/IOY562LZXFjsmcVioY5c_r70Ebc=/fit-in/900x600/filters:no_upscale():strip_icc()/pic2576459.jpg
boardgame;base;This War of Mine;;https://cf.geekdo-images.com/gQOQW7p1RWHzY54Lrs-_pA__imagepage/img/oqafX3UqrqNZz5215t4FEuIQm0E=/fit-in/900x600/filters:no_upscale():strip_icc()/pic3315915.jpg
boardgame;base;Twilight imperium;Twilight imperium: Fourth Edition;https://cf.geekdo-images.com/_Ppn5lssO5OaildSE-FgFA__imagepage/img/0AK9hQgpcOOOLJh8IEZS3Nw57vE=/fit-in/900x600/filters:no_upscale():strip_icc()/pic3727516.jpg
boardgame;expansion;Twilight imperium: Prophecy of Kings;Twilight imperium: Fourth Edition;https://cf.geekdo-images.com/bzRLsXf3O8Mpu5B4TUSf2g__imagepage/img/ghASDyenUuqg1GFiKsFhSIF47d4=/fit-in/900x600/filters:no_upscale():strip_icc()/pic5563396.png
boardgame;base;Unstable Unicorns;Unstable Unicorns;https://cf.geekdo-images.com/8_5xvpsrrX5JVzO7eBLSgw__imagepage/img/px-_3N7Psm8g4_c3zxiRjP84hkM=/fit-in/900x600/filters:no_upscale():strip_icc()/pic3912914.jpg
boardgame;expansion;Unstable Unicorns: Rainbow Apocalypse;Unstable Unicorns;https://cf.geekdo-images.com/BTHWQTDuIFf41CU8X-IeFQ__imagepage/img/DY7BViqQLaEIeTA9-KLDuLQ34fQ=/fit-in/900x600/filters:no_upscale():strip_icc()/pic4205565.jpg
